project_id,project_url,pull_request_id,pullreq_id,user_id,comment_id,position,body,commit_id,created_at,dialogue_act_classification_ml,pr_comments_cnt,pr_review_comments_cnt,pr_commits_cnt,pr_additions,pr_deletions,pr_changed_files,pr_merged_by_user_id,comment_author_association,comment_is_by_author,comment_updated_at,comment_html_url,pr_commits_cnt_prior_to_comment,commit_file_status,commit_file_additions,commit_file_deletions,commit_file_changes
16827424,https://api.github.com/repos/grpc/grpc-java,35931931,4174,2667165,176577160,272,"Changed to byte[], this also made it easier to implement a custom InputStream that extends ByteArrayInputStream.",940630739,2018-03-22 21:25:58 UTC,nAnswer,2,21,4,615,223,5,2819812,CONTRIBUTOR,True,2018-03-23T00:59:38Z,https://github.com/grpc/grpc-java/pull/4174#discussion_r176577160,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,25196498,3064,6634728,121230628,76,"Per offline discussion, the deadlock issue with in-process transport is legit, while not the fault of this PR. I have filed #3084

However, even without #3084, using `synchronized` to make thread-safe calls to `ServerCall` and `ClientCall` is still prone to deadlock when in-process transport is used with direct executor:

- Thread1
  1. `SynchronizedClientCall.sendMessage()` (locks `SynchronizedClientCall.this`)
  1. `ServerCall.Listener` calls into application code, which calls `SynchronizedServerCall.close()` (locks `SynchronizedServerCall.this`)

- Thread2
  1. `SynchronizedServerCall.sendMessage()` (locks `SynchronizedServerCall.this`)
  1. `ClientCall.Listener` calls into application code, which calls `SynchronizedClientCall.close()` (locks `SynchronizedClientCall.this`)

This time, it's the two synchronized calls that are involved in the deadlock.

This can be considered application-level code, and if application does that and got deadlock, it's the application's fault. Application shouldn't do it, and it means **we should not do it either**.

Like the proposed solution for #3084, we could also use `ChannelExecutor` instead to provide the thread-safety. `ChannelExecutor` should probably be renamed.",709678558,2017-06-09 21:58:47 UTC,Clarify,1,32,8,405,20,4,2819812,CONTRIBUTOR,False,2017-06-13T15:41:41Z,https://github.com/grpc/grpc-java/pull/3064#discussion_r121230628,1,modified,2,2,4
16827424,https://api.github.com/repos/grpc/grpc-java,26959707,3289,5551325,129977509,19,I think this should be moved off.   It's weird to inherit `ATTR_SECURITY_LEVEL` if you implement CallCredentials.  ,747056500,2017-07-27 22:46:51 UTC,Clarify,3,14,5,25,6,5,2811396,MEMBER,False,2017-07-28T00:10:40Z,https://github.com/grpc/grpc-java/pull/3289#discussion_r129977509,0,modified,10,1,11
16827424,https://api.github.com/repos/grpc/grpc-java,16887760,2238,5551325,78416121,160,I put a comment saying that this is url encoded.  I think this line is the only thing shared between this function and the one below it.,509294533,2016-09-12 17:27:40 UTC,Clarify,9,40,1,371,59,5,8943572,MEMBER,True,2016-09-13T20:09:33Z,https://github.com/grpc/grpc-java/pull/2238#discussion_r78416121,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,15588077,1977,6174876,68612973,36,make these package private?,470198737,2016-06-27 16:49:55 UTC,ynQuestion,6,45,18,685,39,7,Not Available,COLLABORATOR,False,2016-07-07T23:21:00Z,https://github.com/grpc/grpc-java/pull/1977#discussion_r68612973,12,modified,2,4,6
16827424,https://api.github.com/repos/grpc/grpc-java,22810891,2858,1014305,108469246,165,This isn't protected against exceptions other than RuntimeException. It seems we would want it to deal with others.,656353557,2017-03-28 16:25:17 UTC,Clarify,2,7,1,418,87,3,8943572,MEMBER,False,2017-03-29T23:41:25Z,https://github.com/grpc/grpc-java/pull/2858#discussion_r108469246,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,21070008,2704,5551325,99713135,17,"This file is not particularly good about following the rule, but line continuation should be +4.  ",612481851,2017-02-06 23:37:30 UTC,Reject,5,7,2,12,2,2,Not Available,MEMBER,False,2017-02-06T23:53:21Z,https://github.com/grpc/grpc-java/pull/2704#discussion_r99713135,0,modified,7,4,11
16827424,https://api.github.com/repos/grpc/grpc-java,15886121,2089,1014305,72168419,321,Shouldn't this be put on the UI?,482532263,2016-07-26 00:13:35 UTC,Statement,1,21,1,1144,0,42,10237908,MEMBER,False,2016-08-03T21:53:01Z,https://github.com/grpc/grpc-java/pull/2089#discussion_r72168419,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,30722719,3656,2489413,148808448,182,uh... I take it back. It is subtle even in normal retry case.,825960534,2017-11-03 15:07:25 UTC,Statement,4,43,17,1382,22,6,4779759,MEMBER,True,2017-11-30T18:32:58Z,https://github.com/grpc/grpc-java/pull/3656#discussion_r148808448,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,7543487,432,3664876,30358269,109,Ok ... I've changed to returning the buffering handler.,258199607,2015-05-14 18:17:53 UTC,Statement,6,18,5,143,38,7,Not Available,MEMBER,True,2015-05-14T22:30:05Z,https://github.com/grpc/grpc-java/pull/432#discussion_r30358269,0,modified,59,21,80
16827424,https://api.github.com/repos/grpc/grpc-java,16887760,2238,6174876,78446249,47,nit: there are two spaces between `marshaller.  Both`,511376879,2016-09-12 20:17:25 UTC,Clarify,9,40,1,371,59,5,8943572,COLLABORATOR,False,2016-09-13T20:09:33Z,https://github.com/grpc/grpc-java/pull/2238#discussion_r78446249,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,13707261,1649,9209972,59063680,4,"Ah, missed it. Thanks, added.",421631572,2016-04-08 17:49:36 UTC,Emphasis,6,16,1,67,31,19,2811396,COLLABORATOR,True,2016-04-08T17:56:48Z,https://github.com/grpc/grpc-java/pull/1649#discussion_r59063680,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,17034642,2262,120104,78691826,74,"style, but I sometimes use maybeGetMetric when result is nullable",512070930,2016-09-14 06:24:18 UTC,nAnswer,3,86,12,1778,308,73,9053690,CONTRIBUTOR,False,2016-10-06T23:43:56Z,https://github.com/grpc/grpc-java/pull/2262#discussion_r78691826,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,13677408,1642,1014305,58916041,121,"I'd feel better if we asserted i == storeCount * 2 at the end, for better detection of bugs.",420798151,2016-04-07 17:56:21 UTC,Clarify,6,14,1,33,25,1,8943572,MEMBER,False,2016-04-07T20:00:02Z,https://github.com/grpc/grpc-java/pull/1642#discussion_r58916041,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,30978355,3695,1014305,149837211,37,"What happens if you don't use a set? (say, a list instead?)",831609260,2017-11-09 00:24:55 UTC,Clarify,0,6,3,78,7,3,5067076,MEMBER,False,2017-11-09T22:45:31Z,https://github.com/grpc/grpc-java/pull/3695#discussion_r149837211,0,modified,30,2,32
16827424,https://api.github.com/repos/grpc/grpc-java,12736343,1506,1014305,56261408,31,"This class is in `internal`. We are free to change it on a whim. I'm fine with not changing the other call-sites in this PR, though. There are only a couple of users of it: `ClientCallImpl`, `ServerImpl`, and a (very hacky) test.",407225654,2016-03-15 23:50:48 UTC,nAnswer,21,47,2,273,14,17,Not Available,MEMBER,False,2016-03-16T22:32:50Z,https://github.com/grpc/grpc-java/pull/1506#discussion_r56261408,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,16103160,2140,5551325,78249766,85,should this be final?,509379924,2016-09-09 21:10:53 UTC,Statement,12,54,1,1188,308,17,2811396,MEMBER,False,2016-10-03T18:11:38Z,https://github.com/grpc/grpc-java/pull/2140#discussion_r78249766,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,8745738,697,3664876,36659267,35,Should we also initiate graceful shutdown if we haven't already?,292937036,2015-08-10 15:31:02 UTC,Statement,2,16,6,62,80,4,2811396,MEMBER,False,2015-08-10T20:28:20Z,https://github.com/grpc/grpc-java/pull/697#discussion_r36659267,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,24658694,3019,2489413,118114592,61,"yes, one possibility is the application thread calling `notifyWhenStateChanged`, the other is the transport thread calling `updateChannelState`. Anyway, this Queue implementation was abandoned in favor of ArrayList. ",696267481,2017-05-23 21:45:28 UTC,nAnswer,9,81,10,342,37,5,4779759,MEMBER,True,2017-07-19T18:00:54Z,https://github.com/grpc/grpc-java/pull/3019#discussion_r118114592,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,14648422,1817,7147247,67078023,123,Is Android still the correct class name to use now?,464422624,2016-06-14 23:44:59 UTC,whQuestion,12,39,1,156,56,8,9046588,CONTRIBUTOR,False,2016-07-14T01:34:30Z,https://github.com/grpc/grpc-java/pull/1817#discussion_r67078023,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,35931931,4174,1014305,176532558,272,"Well, right now it is private code, so it seems it'd be premature for the current implementation (the earlier iteration looked different).",940630739,2018-03-22 18:44:59 UTC,Clarify,2,21,4,615,223,5,2819812,MEMBER,False,2018-03-23T00:59:38Z,https://github.com/grpc/grpc-java/pull/4174#discussion_r176532558,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,12233655,1409,5551325,52616060,15,"MetadataEntry is a private class, you won't be able to access it at all.    Also, ImmutableMap is too specific of a return value.  It should be a Map in any case.",388003541,2016-02-11 15:28:46 UTC,Clarify,7,5,1,10,0,1,2811396,MEMBER,False,2016-02-11T16:32:43Z,https://github.com/grpc/grpc-java/pull/1409#discussion_r52616060,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,9426544,1048,1014305,42295926,53,Rename to Factory and then rename Handle to LoadBalancer? Could rename start to newLoadBalancer.,331834068,2015-10-16 20:14:21 UTC,Statement,5,61,1,1511,214,29,9053690,MEMBER,False,2015-10-21T00:29:22Z,https://github.com/grpc/grpc-java/pull/1048#discussion_r42295926,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,16700982,2223,5551325,78056253,41,This probably needs a more thorough explanation of what safety means.,509194099,2016-09-08 17:53:11 UTC,Clarify,9,9,1,59,3,2,10237908,MEMBER,False,2016-09-08T23:57:38Z,https://github.com/grpc/grpc-java/pull/2223#discussion_r78056253,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,9442940,1072,6634728,40451011,193,Removed the last sentence.,315897922,2015-09-25 14:57:13 UTC,Statement,3,31,1,706,321,5,9053690,CONTRIBUTOR,True,2015-09-30T01:50:11Z,https://github.com/grpc/grpc-java/pull/1072#discussion_r40451011,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,25944867,3145,1014305,127883506,67,"Previously the code notified the application immediately, right? Why isn't this `true`?",724578548,2017-07-18 05:09:29 UTC,whQuestion,4,55,3,1386,456,40,5067076,MEMBER,False,2017-08-11T22:59:25Z,https://github.com/grpc/grpc-java/pull/3145#discussion_r127883506,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,25944867,3145,1014305,128863755,129,It being missed on clients is an oversight (probably lost in an earlier refactoring). I've filed https://github.com/grpc/grpc-java/issues/3264,724578548,2017-07-21 21:20:31 UTC,Statement,4,55,3,1386,456,40,5067076,MEMBER,False,2017-08-11T22:59:25Z,https://github.com/grpc/grpc-java/pull/3145#discussion_r128863755,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,13679378,1641,5551325,59053620,107,"Make the Charset a constant, so you can reuse it below.",421630517,2016-04-08 16:39:15 UTC,Statement,9,61,6,2988,59,10,Not Available,MEMBER,False,2016-04-12T14:43:29Z,https://github.com/grpc/grpc-java/pull/1641#discussion_r59053620,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,16017796,2137,1014305,73908731,266,"I wouldn't try to remove `inUseStateAggregator`. I don't see much gain to be had there. Instead, I'd focus on making `exitIdleMode` able to avoid the lock in heavy-use scenarios, i.e., when it doesn't need to do anything because the channel is already in-use.",487325932,2016-08-08 16:38:12 UTC,Clarify,0,9,1,59,122,1,Not Available,MEMBER,False,2016-08-08T16:38:12Z,https://github.com/grpc/grpc-java/pull/2137#discussion_r73908731,0,modified,59,122,181
16827424,https://api.github.com/repos/grpc/grpc-java,33132617,3915,5551325,159747261,10,"Can't put it here, it would be public.",880021396,2018-01-04 20:25:55 UTC,Statement,1,1,1,14,3,3,4779759,MEMBER,False,2018-01-04T21:28:46Z,https://github.com/grpc/grpc-java/pull/3915#discussion_r159747261,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,6647549,197,1014305,26390718,45,"IndexOutOfBoundsException seems more appropriate. As a second choice, IllegalArgumentException could have worked better than RuntimeException.",229419033,2015-03-13 13:44:13 UTC,Other,4,28,1,1167,272,43,Not Available,MEMBER,False,2015-03-13T19:58:37Z,https://github.com/grpc/grpc-java/pull/197#discussion_r26390718,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,32144857,3839,1014305,155614509,63,"This looks racy, since these are updated independently. It looks like it'd be very hard to fix without a lock.",857895056,2017-12-07 19:16:45 UTC,Clarify,4,67,17,287,12,7,4779759,MEMBER,False,2018-01-22T18:08:10Z,https://github.com/grpc/grpc-java/pull/3839#discussion_r155614509,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,7564398,443,1014305,30536642,86,Same as above. Should be an else.,259685004,2015-05-18 16:52:14 UTC,Clarify,7,5,1,73,30,3,1962333,MEMBER,False,2015-05-18T21:19:01Z,https://github.com/grpc/grpc-java/pull/443#discussion_r30536642,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,32933532,3904,2489413,160263680,4,"One option may be: keep your code and add 
```java
activeTransport = null;
pendingTransport = null;
addressIndex = 0;
```
 
after
```java
savedActiveTransport = activeTransport;
savedPendingTransport = pendingTransport;
```

Another option: call `InternalSubchannel.shutdown()` and  change the behavior of LB so that is does not ignore it completely (LB ignored it because of the assumptions you mentioned which were the only two cases we knew at that time, this is never a hard requirement, now that we have a new case, maybe it should be changed.)",875433602,2018-01-08 21:43:00 UTC,Clarify,1,15,5,79,14,3,5067076,MEMBER,False,2018-02-09T01:54:31Z,https://github.com/grpc/grpc-java/pull/3904#discussion_r160263680,0,modified,22,0,22
16827424,https://api.github.com/repos/grpc/grpc-java,8324415,819,3664876,37122779,13,Weird ... I swear I deleted this in another PR.  Possibly one I haven't submitted yet?,279328450,2015-08-14 19:48:38 UTC,Clarify,1,2,2,9,22,7,2811396,MEMBER,False,2015-08-14T21:54:03Z,https://github.com/grpc/grpc-java/pull/819#discussion_r37122779,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,33807978,3986,1014305,164898137,52,"Pass a string as well: `checkNotNull(retryPolicy, ""retryPolicy"")`    That string (any semi-unique string) is really helpful when the NPE occurs, as you no longer need to trust the line number.",903129972,2018-01-30 22:24:11 UTC,nAnswer,3,21,5,345,3,5,4779759,MEMBER,False,2018-01-31T01:13:38Z,https://github.com/grpc/grpc-java/pull/3986#discussion_r164898137,3,modified,4,5,9
16827424,https://api.github.com/repos/grpc/grpc-java,12108322,1395,1014305,52415441,234,If `shutdown == true` and `pendingStreams.isEmpty()` then `pendingStreams = null` and notify listener about termination.,385140903,2016-02-10 05:14:04 UTC,Clarify,4,19,1,929,257,22,9053690,MEMBER,False,2016-02-12T17:45:56Z,https://github.com/grpc/grpc-java/pull/1395#discussion_r52415441,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,13638091,1634,9209972,58939951,2,Updated.,420812766,2016-04-07 20:34:01 UTC,Statement,14,18,1,148,0,13,Not Available,COLLABORATOR,True,2016-04-08T00:23:39Z,https://github.com/grpc/grpc-java/pull/1634#discussion_r58939951,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,13638091,1634,9209972,58760061,8,I just left this one up for PR debate and have no opinions. Should I just remove this restriction then?,420299347,2016-04-06 18:45:15 UTC,Reject,14,18,1,148,0,13,Not Available,COLLABORATOR,True,2016-04-08T00:23:39Z,https://github.com/grpc/grpc-java/pull/1634#discussion_r58760061,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,9442940,1072,6634728,40451532,262,Changed to call `Thread.currentThread().interrupt()` if it's `InterruptedException`.,315897922,2015-09-25 15:02:10 UTC,Clarify,3,31,1,706,321,5,9053690,CONTRIBUTOR,True,2015-09-30T01:50:11Z,https://github.com/grpc/grpc-java/pull/1072#discussion_r40451532,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,14676761,1821,6634728,63441376,83,Better to note that further health check requests to this service will be responded with NOT_FOUND error.,446918642,2016-05-16 23:08:47 UTC,Clarify,6,42,3,1708,1,14,4779759,CONTRIBUTOR,False,2016-05-19T23:03:56Z,https://github.com/grpc/grpc-java/pull/1821#discussion_r63441376,0,added,96,0,96
16827424,https://api.github.com/repos/grpc/grpc-java,19709543,2530,6634728,93151713,759,"No we can't, because the helper is not accessible here.  We can, however, use `runSerialized` in place of `channelExecutor.executeLater()` in `LbHelperImpl`.",575340166,2016-12-20 00:44:27 UTC,nAnswer,1,41,15,2761,7,11,9053690,CONTRIBUTOR,True,2017-01-09T21:16:38Z,https://github.com/grpc/grpc-java/pull/2530#discussion_r93151713,1,modified,443,457,900
16827424,https://api.github.com/repos/grpc/grpc-java,22181058,2810,6634728,105517379,1,Add a notice here to say that the implementations are in the works and don't try to use it yet.,641587759,2017-03-11 00:43:08 UTC,Reject,1,1,2,234,0,1,5067076,CONTRIBUTOR,False,2017-03-13T17:12:33Z,https://github.com/grpc/grpc-java/pull/2810#discussion_r105517379,0,added,230,0,230
16827424,https://api.github.com/repos/grpc/grpc-java,16333754,2171,5500733,75160100,11,Suggest moving this tag above the comment above.  ,494765137,2016-08-17 16:44:05 UTC,Clarify,2,3,1,5,0,2,2811396,MEMBER,False,2016-09-12T23:50:55Z,https://github.com/grpc/grpc-java/pull/2171#discussion_r75160100,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,28458358,3452,5551325,138173982,180,"Actually, after investigating further, you are right.  I have included a best effort mechanism to log to the console in the event of shutdown.    ",779224081,2017-09-11 19:55:03 UTC,Clarify,3,14,5,248,19,3,8943572,MEMBER,True,2017-09-14T21:01:44Z,https://github.com/grpc/grpc-java/pull/3452#discussion_r138173982,0,modified,91,12,103
16827424,https://api.github.com/repos/grpc/grpc-java,18311973,2386,5551325,88361751,48,"Optional, but I would have picked LinkedHashMap.  Requiring that they be sorted is asking a lot.  Just being consistent is good enough.",553811585,2016-11-17 00:18:33 UTC,Reject,11,75,6,13269,8,52,5067076,MEMBER,False,2016-11-28T18:48:22Z,https://github.com/grpc/grpc-java/pull/2386#discussion_r88361751,3,modified,6,4,10
16827424,https://api.github.com/repos/grpc/grpc-java,7955256,530,1014305,33398757,291,Discussed offline. It's because we have our own assertEquals for MessageNano.,275415089,2015-06-26 19:44:27 UTC,Statement,9,52,1,2392,0,22,1962333,MEMBER,False,2015-06-26T22:31:54Z,https://github.com/grpc/grpc-java/pull/530#discussion_r33398757,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,32358934,3861,6634728,156539299,28,Please document that all fields are nullable.,862297342,2017-12-13 00:55:32 UTC,Statement,0,2,2,457,0,4,8943572,CONTRIBUTOR,False,2017-12-19T19:21:19Z,https://github.com/grpc/grpc-java/pull/3861#discussion_r156539299,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,16842829,2235,5551325,77733643,385,"I can't imagine this getting executed often, but I would hope that pointer equality would be the preferred way of checking.",507785185,2016-09-06 22:54:12 UTC,nAnswer,10,51,2,961,28,13,1388179,MEMBER,False,2016-09-09T14:06:57Z,https://github.com/grpc/grpc-java/pull/2235#discussion_r77733643,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,8745738,697,3664876,36658591,31,"Just so I understand what you're trying to do here ... this is to capture any non HTTP/2 errors in the pipeline? In particular, startup-related errors I'm guessing?",292937036,2015-08-10 15:26:09 UTC,Emphasis,2,16,6,62,80,4,2811396,MEMBER,False,2015-08-10T20:28:20Z,https://github.com/grpc/grpc-java/pull/697#discussion_r36658591,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,17034642,2262,120104,78692014,83,"heh it will fail :) with NPE. there's some logic here that could use a comment, too",512070930,2016-09-14 06:25:32 UTC,Statement,3,86,12,1778,308,73,9053690,CONTRIBUTOR,False,2016-10-06T23:43:56Z,https://github.com/grpc/grpc-java/pull/2262#discussion_r78692014,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,8897968,822,1014305,37648993,6,Remove authority here?,299424082,2015-08-21 14:01:27 UTC,ynQuestion,5,15,1,292,308,53,8943572,MEMBER,False,2015-08-24T18:41:26Z,https://github.com/grpc/grpc-java/pull/822#discussion_r37648993,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,32634924,3879,5551325,159566225,38,"These shouldn't be captures, but `<?, ?>`",868161597,2018-01-04 01:27:08 UTC,Other,1,38,10,418,46,7,2819812,MEMBER,False,2018-02-03T00:36:46Z,https://github.com/grpc/grpc-java/pull/3879#discussion_r159566225,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,9443130,1058,1014305,40480966,8,Make this class package-private.,315961653,2015-09-25 20:15:28 UTC,Continuer,11,16,2,4258,47,33,1962333,MEMBER,False,2015-10-15T23:38:00Z,https://github.com/grpc/grpc-java/pull/1058#discussion_r40480966,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,7564203,442,1014305,30540977,6,I don't like the idea of us throwing an exception like this. The approach in #443 is much better.,259369858,2015-05-18 17:49:32 UTC,Statement,3,7,1,69,40,3,1962333,MEMBER,False,2015-05-19T17:27:40Z,https://github.com/grpc/grpc-java/pull/442#discussion_r30540977,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,13679378,1641,5551325,59048401,228,Any reason to not just let the exception bubble up?  It's in the throws declaration of the method sig.,421630517,2016-04-08 16:05:19 UTC,ynQuestion,9,61,6,2988,59,10,Not Available,MEMBER,False,2016-04-12T14:43:29Z,https://github.com/grpc/grpc-java/pull/1641#discussion_r59048401,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,15616315,1989,5551325,68789268,90,no need for `eq` if all the arguments are exact. ,470590070,2016-06-28 16:12:21 UTC,Reject,13,19,3,299,45,15,Not Available,MEMBER,False,2016-06-29T17:13:36Z,https://github.com/grpc/grpc-java/pull/1989#discussion_r68789268,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,32933532,3904,3695855,160209029,4,"The current API assumes that `InternalSubchannel.shutdown()` only occurs when the LB has discarded the subchannel or the managed channel itself is shutting down. See the Javadoc on `io.grpc.LoadBalancer#handleSubchannelState`. `InternalSubchannel.shutdown()` is purposefully ignored by the LB, so just invoking this method means that outgoing RPCs will still be sent to the shutdown subchannel.

We can change this behavior in the LB/somewhere else to allow just shutting down the `InternalSubchannel` directly and recovering properly, but this is a more extensive change than just shutting down the transports as done here. Thoughts?",875433602,2018-01-08 17:46:06 UTC,Clarify,1,15,5,79,14,3,5067076,CONTRIBUTOR,True,2018-02-09T01:54:31Z,https://github.com/grpc/grpc-java/pull/3904#discussion_r160209029,0,modified,22,0,22
16827424,https://api.github.com/repos/grpc/grpc-java,18707417,2416,7302811,87548742,14,I amended the change. Thx for reviewing!,553438968,2016-11-11 07:44:41 UTC,Emphasis,14,6,3,6,5,1,2811396,CONTRIBUTOR,True,2016-11-15T05:33:52Z,https://github.com/grpc/grpc-java/pull/2416#discussion_r87548742,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,30725885,3659,5551325,148916742,55,"optional: add a fine level log here.  We normally expect this to exist, even on Android.",826745271,2017-11-04 00:25:22 UTC,Clarify,0,15,5,192,3,3,2819812,MEMBER,False,2017-11-06T18:23:28Z,https://github.com/grpc/grpc-java/pull/3659#discussion_r148916742,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,24658694,3019,3350419,117931155,61,The same instance will run by 2 different threads?,696267481,2017-05-23 08:35:38 UTC,Other,9,81,10,342,37,5,4779759,NONE,False,2017-07-19T18:00:54Z,https://github.com/grpc/grpc-java/pull/3019#discussion_r117931155,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,12108322,1395,6634728,52651911,146,"Moved most of the transport listener calls into synchronized, except for in `shutdownNow()` where out-of-order execution is impossible.",385140903,2016-02-11 19:20:20 UTC,Clarify,4,19,1,929,257,22,9053690,CONTRIBUTOR,True,2016-02-12T17:45:56Z,https://github.com/grpc/grpc-java/pull/1395#discussion_r52651911,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,9109657,902,6773014,38338161,4,"Again odd, its used. See line 52",307835019,2015-08-31 15:50:31 UTC,Other,7,41,1,434,10,11,9046588,CONTRIBUTOR,True,2015-09-03T20:58:58Z,https://github.com/grpc/grpc-java/pull/902#discussion_r38338161,Not Available,Not Available,Not Available,Not Available,Not Available
16827424,https://api.github.com/repos/grpc/grpc-java,23445169,2910,2489413,111649956,51,why `%s: ` and `this`? It seems not in the same pattern as elsewhere.,670390481,2017-04-14 23:33:44 UTC,nAnswer,0,8,3,391,32,10,2811396,MEMBER,False,2017-04-17T18:48:34Z,https://github.com/grpc/grpc-java/pull/2910#discussion_r111649956,1,modified,16,3,19
16827424,https://api.github.com/repos/grpc/grpc-java,17787475,2329,1014305,84194858,112,This needs to happen earlier. connect() returns only after connect has completed. Ditto for TLS.,530264384,2016-10-20 00:29:23 UTC,Clarify,2,11,1,611,192,28,Not Available,MEMBER,False,2016-10-20T00:38:44Z,https://github.com/grpc/grpc-java/pull/2329#discussion_r84194858,0,modified,80,7,87
16827424,https://api.github.com/repos/grpc/grpc-java,9160044,1011,5551325,44472132,5,Or.... unless they are being used in auto generated code.   :/  This will probably break someone.,343837117,2015-11-10 21:03:26 UTC,Clarify,6,61,1,85,23,4,8943572,MEMBER,True,2015-11-10T22:04:29Z,https://github.com/grpc/grpc-java/pull/1011#discussion_r44472132,0,modified,2,1,3
16827424,https://api.github.com/repos/grpc/grpc-java,17002978,2258,1014305,78412996,6,"I believe the race is also pre-existing, since at any time obtainActiveTransport() can return the delayed transport and a new stream be created.",511362454,2016-09-12 17:10:17 UTC,nAnswer,1,4,1,6,1,1,9053690,MEMBER,False,2016-09-12T18:11:45Z,https://github.com/grpc/grpc-java/pull/2258#discussion_r78412996,Not Available,Not Available,Not Available,Not Available,Not Available
